"tid","s1","s2","s3","s4","s5","thematicheading"
"3058","BF","24","s",,,"Exorcism"
"3059","BF","24","t",,,"Excommunication"
"3060","BF","24","u",,,"Benefice"
"3061","BF","25",,,,"Artefacts"
"3062","BF","25","a",,,"Property"
"3063","BF","25","b",,,"Sanctuary/holy place"
"3064","BF","25","b","01",,"Temple"
"3065","BF","25","b","02",,"Church/place of worship"
"3066","BF","25","b","03",,"Shrine"
"3067","BF","25","c",,,"Division of religious building (general)"
"3068","BF","25","c","01",,"Altar"
"3069","BF","25","c","02",,"Tower/steeple"
"3070","BF","25","c","03",,"Chapel"
"3071","BF","25","d",,,"Monastic property (general)"
"3072","BF","25","d","01",,"Monastery/convent"
"3073","BF","25","e",,,"Clerical residence (general)"
"3074","BF","25","f",,,"Furniture"
"3075","BF","25","f","01",,"Lectern/pulpit"
"3076","BF","25","f","02",,"Seat"
"3077","BF","25","g",,,"Implement (general)"
"3078","BF","25","g","01",,"Rosary"
"3079","BF","25","g","02",,"Vessel (general)"
"3080","BF","25","h",,,"Cloths, carpets, cushions"
"3081","BF","25","i",,,"Portable shrines/relics"
"3082","BF","25","i","01",,"Relic"
"3083","BF","25","j",,,"Vestments"
"3084","BF","25","k",,,"Monastic garb"
"3085","BF","25","l",,,"Lay garments"
"3086","BF","25","m",,,"Consumables"
"3087","BF","25","m","01",,"Eucharistic elements"
"3088","BF","25","n",,,"Book (general)"
"3089","BF","25","o",,,"Symbol (general)"
"3090","BF","25","o","01",,"Christian symbols/images"
"3091","BG",,,,,"Communication"
"3092","BG","01",,,,"Expression"
"3093","BG","02",,,,"Manifestation"
"3094","BG","02","a",,,"Openness/unconcealedness"
"3095","BG","02","b",,,"Disclosure/revelation"
"3096","BG","02","c",,,"Offering for inspection/consideration"
"3097","BG","02","d",,,"Showing to the sight"
"3098","BG","02","d","01",,"Exposure to public view"
"3099","BG","02","d","01","a","An exhibition"
"3100","BG","03",,,,"Representation"
"3101","BG","03","a",,,"Physical representation of abstraction"
"3102","BG","03","a","01",,"Symbolizing"
"3103","BG","03","a","02",,"Personification"
"3104","BG","03","b",,,"Role-playing"
"3105","BG","03","c",,,"A plastic/graphic representation"
"3106","BG","03","c","01",,"Drawing plans/diagrams"
"3107","BG","03","c","02",,"Drawing lines"
"3108","BG","03","d",,,"Three-dimensional representation"
"3109","BG","04",,,,"Indication"
"3110","BG","04","a",,,"Designation"
"3111","BG","04","b",,,"That which identifies/distinguishes"
"3112","BG","04","b","01",,"Personal identification"
"3113","BG","04","b","01","a","Signature"
"3114","BG","04","b","02",,"Identifying word/cry"
"3115","BG","04","b","03",,"Identificatory labelling"
"3116","BG","04","b","04",,"Sign-board"
"3117","BG","04","c",,,"Marking"
"3118","BG","04","c","01",,"A mark"
"3119","BG","04","c","01","a","Trace/vestige"
"3120","BG","04","c","02",,"Marking out"
"3121","BG","04","c","03",,"Marking to identify"
"3122","BG","04","c","03","a","Mark of identification"
"3123","BG","04","c","04",,"Mark of quality"
"3124","BG","04","c","05",,"Imprinting"
"3125","BG","04","c","05","a","Sealing"
"3126","BG","04","d",,,"Pointing out"
"3127","BG","04","e",,,"Signalling"
"3128","BG","04","e","01",,"Visual signalling"
"3129","BG","04","e","02",,"Audible signalling"
"3130","BG","04","f",,,"Gesturing/gesture"
"3131","BG","04","f","01",,"Derisive gesture"
"3132","BG","04","f","02",,"Hand gesture"
"3133","BG","04","g",,,"Insignia"
"3134","BG","04","g","01",,"Heraldic devices collectively"
"3135","BG","04","g","01","a","Heraldry"
"3136","BG","04","g","02",,"Standard"
"3137","BG","05",,,,"Information"
"3138","BG","05","a",,,"Action of informing"
"3139","BG","05","b",,,"Enlightenment"
"3140","BG","05","c",,,"Informing on/against"
"3141","BG","05","d",,,"Reporting"
"3142","BG","05","e",,,"Intimation/making known"
"3143","BG","05","f",,,"Announcing/proclaiming"
"3144","BG","05","g",,,"Publishing/ spreading abroad"
"3145","BG","05","g","01",,"Publishing/spreading by leaflets/notices"
"3146","BG","05","g","02",,"Advertising"
"3147","BG","05","g","02","a","Business of advertising"
"3148","BG","05","h",,,"Message"
"3149","BG","05","i",,,"News/tidings"
"3150","BG","05","j",,,"Rumour"
"3151","BG","05","k",,,"Hint/covert suggestion"
"3152","BG","06",,,,"Record"
"3153","BG","06","a",,,"Written record"
"3154","BG","06","a","01",,"Register/record-book"
"3155","BG","06","a","02",,"Daily record/journal"
"3156","BG","06","a","03",,"Album/commonplace-book"
"3157","BG","06","a","04",,"Historical record/chronicle"
"3158","BG","06","a","05",,"Compiler/keeper of written records"
"3159","BG","06","a","06",,"Arrangement and storage of written records"
"3160","BG","06","b",,,"List"
"3161","BG","06","c",,,"Pictorial, etc. records"
"3162","BG","06","d",,,"Memorial/monument"
"3163","BG","06","d","01",,"Medal"
"3164","BG","06","e",,,"Recording/reproducing sound/visual material"
"3165","BG","06","e","01",,"Sound recording and reproduction"
"3166","BG","06","e","01","a","A sound recording"
"3167","BG","06","e","01","b","Sound recording/reproducing equipment"
"3168","BG","06","e","02",,"Production/use of video recording"
"3169","BG","07",,,,"Writing"
"3170","BG","07","a",,,"State of having been written"
"3171","BG","07","b",,,"Manner of writing"
"3172","BG","07","b","01",,"Copying/transcribing"
"3173","BG","07","c",,,"System of writing"
"3174","BG","07","c","01",,"Shorthand"
"3175","BG","07","c","02",,"Alphabet"
"3176","BG","07","d",,,"Written character"
"3177","BG","07","d","01",,"Punctuation"
"3178","BG","07","e",,,"Handwriting/style of"
"3179","BG","07","e","01",,"Formation of letters"
"3180","BG","07","f",,,"Written text"
"3181","BG","07","f","01",,"An inscription"
"3182","BG","07","f","02",,"Layout"
"3183","BG","07","f","03",,"Decoration"
"3184","BG","07","g",,,"Writer"
"3185","BG","07","h",,,"Writing materials"
"3186","BG","07","h","01",,"Material to write on"
"3187","BG","07","h","01","a","Paper"
"3188","BG","07","h","01","b","Skin (vellum/parchment)"
"3189","BG","07","h","02",,"Writing instrument"
"3190","BG","07","h","03",,"Ink"
"3191","BG","07","i",,,"Study/science of written symbols"
"3192","BG","07","j",,,"Spelling"
"3193","BG","08",,,,"Printing"
"3194","BG","08","a",,,"Manner/style of printing"
"3195","BG","08","b",,,"Preparatory processes"
"3196","BG","08","c",,,"Post-printing processes"
"3197","BG","08","d",,,"Correction"
"3198","BG","08","e",,,"Material to be printed"
"3199","BG","08","f",,,"Printed matter"
"3200","BG","08","f","01",,"Arrangement/appearance of printed matter"
"3201","BG","08","f","02",,"Printed character(s)"
"3202","BG","08","g",,,"Printer"
"3203","BG","08","h",,,"Printing trade"
"3204","BG","08","i",,,"Printing machine/press"
"3205","BG","08","j",,,"Types/blocks/plates"
"3206","BG","08","j","01",,"Type"
"3207","BG","08","k",,,"Paper"
"3208","BG","08","l",,,"Typing"
"3209","BG","08","l","01",,"Typist"
"3210","BG","08","l","02",,"Typewriter"
"3211","BG","08","m",,,"Publishing"
"3212","BG","08","m","01",,"A publication"
"3213","BG","08","m","02",,"Publisher"
"3214","BG","08","m","03",,"Editing for publication"
"3215","BG","09",,,,"Reading"
"3216","BG","09","a",,,"Reader"
"3217","BG","10",,,,"Book"
"3218","BG","10","a",,,"Manuscript book"
"3219","BG","10","b",,,"Text-book/book of instructions"
"3220","BG","10","c",,,"Reference book"
"3221","BG","10","d",,,"Parts of book"
"3222","BG","10","e",,,"Leaves/pages of book"
"3223","BG","10","f",,,"Matter of book"
"3224","BG","10","g",,,"Library/collection of books"
"3225","BG","10","h",,,"Receptacle for books"
"3226","BG","10","i",,,"Manufacture/production of books"
"3227","BG","10","j",,,"Illustration of books"
"3228","BG","11",,,,"Journalism"
"3229","BG","11","a",,,"Editing"
"3230","BG","11","b",,,"Appearance in the press"
"3231","BG","11","c",,,"Supply of news/newspapers"
"3232","BG","11","d",,,"Journalist"
"3233","BG","11","e",,,"Journal"
"3234","BG","11","e","01",,"Newspaper"
"3235","BG","11","e","02",,"Periodical"
"3236","BG","11","e","03",,"Matter of/for journals"
"3237","BG","11","e","04",,"Parts and layout of journals"
"3238","BG","12",,,,"Broadcasting"
"3239","BG","12","a",,,"Broadcasting service"
"3240","BG","12","b",,,"A broadcast programme/item"
"3241","BG","12","c",,,"Broadcaster"
"3242","BG","12","d",,,"Audience"
"3243","BG","12","e",,,"Putting on/producing broadcast"
"3244","BG","12","f",,,"Equipment"
"3245","BG","12","g",,,"Radio broadcasting"
"3246","BG","12","h",,,"Television"
"3247","BG","12","h","01",,"Production of television broadcast"
"3248","BG","12","h","02",,"Visual element"
"3249","BG","12","h","03",,"Transmitting/receiving apparatus"
"3250","BG","13",,,,"Correspondence"
"3251","BG","13","a",,,"Letter-writing"
"3252","BG","13","b",,,"Sending items"
"3253","BG","13","c",,,"Letter"
"3254","BG","13","c","01",,"Mail"
"3255","BG","13","d",,,"Postal services"
"3256","BG","13","d","01",,"Payment for postage"
"3257","BG","13","d","02",,"Person/vehicle that carries letters/mail"
"3258","BG","13","d","03",,"Equipment for sending/delivering mail"
"3259","BG","14",,,,"Telecommunication"
"3260","BG","14","a",,,"Radio communications"
"3261","BG","14","a","01",,"Radio equipment"
"3262","BG","14","b",,,"Telegraphy/telephony"
"3263","BG","14","b","01",,"Telegraphy"
"3264","BG","14","b","02",,"Telephony"
"3265","BG","14","c",,,"Transmission of computerized information"
"3266","BH",,,,,"Travel and travelling"
"3267","BH","01",,,,"A journey"
"3268","BH","01","a",,,"Record/account of journey(s)"
"3269","BH","02",,,,"Traveller"
"3270","BH","03",,,,"Travel in specific course/direction"
"3271","BH","04",,,,"Travel from place to place"
"3272","BH","05",,,,"Departure/leaving/going away"
"3273","BH","06",,,,"Arrival"
"3274","BH","07",,,,"Return"
"3275","BH","08",,,,"Guidance in travel"
"3276","BH","09",,,,"Authorization to travel to/from/in a country"
"3277","BH","10",,,,"Going on foot"
"3278","BH","11",,,,"Transport"
"3279","BH","11","a",,,"Transport/conveyance by carrying"
"3280","BH","11","b",,,"Transport/conveyance by drawing along"
"3281","BH","11","c",,,"Riding on horse (or other animal)"
"3282","BH","11","c","01",,"Rider"
"3283","BH","11","d",,,"Cycling"
"3284","BH","11","e",,,"Motor-cycling"
"3285","BH","11","f",,,"Transport/conveyance in a vehicle"
"3286","BH","11","f","01",,"Transport of goods in a vehicle"
"3287","BH","11","f","02",,"Riding in a vehicle"
"3288","BH","11","f","03",,"Driving/operating a vehicle"
"3289","BH","11","f","03","a","Driver/operator of vehicle"
"3290","BH","11","f","04",,"Transport by vehicles plying for hire"
"3291","BH","11","f","05",,"Public passenger transport"
"3292","BH","11","f","06",,"Movement of vehicles"
"3293","BH","11","f","07",,"Vehicular traffic"
"3294","BH","11","g",,,"Transport by psychic/futuristic means"
"3295","BH","12",,,,"Means of travel"
"3296","BH","12","a",,,"Route/way"
"3297","BH","12","a","01",,"Way/passage/means of access to a place"
"3298","BH","12","a","02",,"Way/path/track"
"3299","BH","12","a","02","a","Junction of roads/paths/tracks"
"3300","BH","12","a","02","b","Track/trail/path"
"3301","BH","12","a","02","c","Path/place for walking"
"3302","BH","12","a","02","d","Road"
"3303","BH","12","a","02","e","Street"
"3304","BH","12","a","02","f","Lane"
"3305","BH","12","a","02","g","Road laid with parallel planks/slabs/rails"
"3306","BH","12","b",,,"A conveyance"
"3307","BH","12","b","01",,"Conveyance carried by man/beast"
"3308","BH","12","b","02",,"Vehicle"
"3309","BH","12","b","02","a","Vehicle moving on runners"
"3310","BH","12","b","02","b","Vehicle moving on wheels"
"3311","BH","12","b","02","c","Vehicle pushed/pulled by person"
"3312","BH","12","b","02","d","Vehicle propelled by feet"
"3313","BH","12","b","02","e","Cart/carriage/wagon"
"3314","BH","12","b","02","f","Powered vehicle generally"
"3315","BH","12","b","02","g","Motor car"
"3316","BH","12","b","02","h","Motor lorry/truck/van"
"3317","BH","12","b","02","i","Testing, servicing, and storage of motor vehicles"
"3318","BH","12","b","02","j","Motor-cycle"
"3319","BH","12","b","02","k","Vehicles (plying) for hire"
"3320","BH","12","b","02","l","Public service vehicle"
"3321","BH","12","b","02","m","Military vehicles"
"3322","BH","13",,,,"Rail travel"
"3323","BH","13","a",,,"Railway worker"
"3324","BH","13","b",,,"Railway system/organization"
"3325","BH","13","c",,,"Rolling stock"
"3326","BH","14",,,,"Navigation"
"3327","BH","14","a",,,"Transportation by water"
"3328","BH","14","b",,,"Seafaring life"
"3329","BH","14","c",,,"Directing/managing a ship"
"3330","BH","14","c","01",,"Steering"
"3331","BH","14","c","02",,"Use of wind"
"3332","BH","14","c","03",,"Use of sails/spars/rigging"
"3333","BH","14","d",,,"Propelling boat by oars/paddle/pole"
"3334","BH","14","e",,,"Berthing/mooring/anchoring"
"3335","BH","14","e","01",,"Harbour/port"
"3336","BH","14","f",,,"Launching a vessel"
"3337","BH","14","g",,,"Grounding of vessel"
"3338","BH","14","h",,,"Action/motion of vessel"
"3339","BH","14","i",,,"Shipwreck"
"3340","BH","14","j",,,"One who travels by water/sea"
"3341","BH","14","j","01",,"Sailor"
"3342","BH","14","k",,,"Vessel/ship/boat"
"3343","BH","14","k","01",,"Vessels of primitive construction"
"3344","BH","14","k","02",,"Flat-bottomed boat"
"3345","BH","14","k","03",,"Vessels propelled by oars/poles"
"3346","BH","14","k","04",,"Vessel propelled by sail"
"3347","BH","14","k","05",,"Mechanically propelled vessels"
"3348","BH","14","k","06",,"War vessel"
"3349","BH","14","k","07",,"Privateer/pirate ship"
"3350","BH","14","k","08",,"Trading vessel"
"3351","BH","14","k","08","a","Cargo vessel"
"3352","BH","14","k","09",,"Vessel for transporting people or goods"
"3353","BH","14","k","09","a","Passenger vessel"
"3354","BH","14","k","10",,"Fishing vessel"
"3355","BH","14","k","11",,"Boat assisting larger vessel"
"3356","BH","14","k","12",,"Pleasure vessel"
"3357","BH","14","k","13",,"Parts of vessels"
"3358","BH","14","k","13","a","Body of vessel"
"3359","BH","14","k","13","b","Room/locker/quarters"
"3360","BH","14","k","14",,"Equipment of vessel"
"3361","BH","14","k","14","a","Masts/rigging/sails"
"3362","BH","14","k","14","b","Rowing apparatus"
"3363","BH","14","k","14","c","Propulsion machinery"
"3364","BH","14","k","14","d","Steering equipment"
"3365","BH","14","k","14","e","Anchoring equipment"
"3366","BH","14","k","15",,"Ship's papers"
"3367","BH","14","k","16",,"Buoys/marks/lighthouses"
"3368","BH","14","k","17",,"Shipbuilding and repairing"
"3369","BH","14","k","17","a","Boat-builder/shipbuilder"
"3370","BH","14","k","17","b","Shipyard/boat-yard"
"3371","BH","15",,,,"Air/space travel"
"3372","BH","15","a",,,"Action of flying (in) aircraft"
"3373","BH","15","a","01",,"Navigation of course of aircraft"
"3374","BH","15","b",,,"Aerodynamic forces and concepts"
"3375","BH","15","c",,,"Transport by air"
"3376","BH","15","d",,,"Regulation and control of flying"
"3377","BH","15","e",,,"Airfield/airport"
"3378","BH","15","f",,,"Gliding and hang-gliding"
"3379","BH","15","g",,,"Ballooning"
"3380","BH","15","h",,,"Parachuting"
"3381","BH","15","i",,,"Use/science of rockets"
"3382","BH","15","j",,,"Space flight"
"3383","BH","15","k",,,"People who fly in aircraft/spacecraft"
"3384","BH","15","l",,,"A means of conveyance through the air"
"3385","BH","15","l","01",,"Aeroplane"
"3386","BH","15","l","01","a","Controls and instruments"
"3387","BH","15","l","01","b","Means of propulsion"
"3388","BH","15","l","02",,"Glider"
"3389","BH","15","l","03",,"Rotary wing aircraft"
"3390","BH","15","l","04",,"Balloons and airships"
"3391","BH","15","l","05",,"Parachute"
"3392","BH","15","l","06",,"Spacecraft"
"3393","BH","15","l","06","a","Rocket"
"3394","BH","15","l","07",,"Construction and servicing aircraft/spacecraft"
"3395","BI",,,,,"Occupation and work"
"3396","BI","01",,,,"Work"
"3397","BI","01","a",,,"Times/periods of work"
"3398","BI","01","b",,,"Amounts of work"
"3399","BI","01","c",,,"Product of work"
"3400","BI","02",,,,"Position/job"
"3401","BI","03",,,,"Duties"
"3402","BI","04",,,,"Working"
"3403","BI","04","a",,,"Career"
"3404","BI","04","b",,,"Labour supply"
"3405","BI","04","c",,,"Labour relations"
"3406","BI","04","d",,,"Association of employers/employees"
"3407","BI","05",,,,"Business affairs"
"3408","BI","05","a",,,"Doctrines/methods/management systems"
"3409","BI","05","b",,,"A business/company"
"3410","BI","06",,,,"Industry"
"3411","BI","06","a",,,"Manufacture/production"
"3412","BI","06","b",,,"General/industrial manufacturing processes"
"3413","BI","06","b","01",,"Mending/repairing"
"3414","BI","06","c",,,"Working with specific materials"
"3415","BI","06","c","01",,"Working with metal"
"3416","BI","06","d",,,"Building/constructing"
"3417","BI","06","d","01",,"That which is built/constructed"
"3418","BI","06","d","02",,"Building/constructing with stone"
"3419","BI","06","d","03",,"Building/constructing with brick"
"3420","BI","06","d","04",,"Constructing/working with wood"
"3421","BI","06","d","05",,"Surfacing/cladding"
"3422","BI","06","d","06",,"Paving and road-building"
"3423","BI","06","d","07",,"Making/working railroads"
"3424","BI","06","e",,,"Decorating and painting"
"3425","BI","06","f",,,"Plumbing, conducting of water, etc. by channels/pipes"
"3426","BI","06","g",,,"Engineering"
"3427","BI","06","h",,,"Earth-moving, etc."
"3428","BI","06","i",,,"Quarrying"
"3429","BI","06","j",,,"Mining"
"3430","BI","06","k",,,"Drilling for oil/gas"
"3431","BI","06","l",,,"Diving/dredging"
"3432","BI","06","m",,,"Working with tools/equipment"
"3433","BI","06","m","01",,"Fastening"
"3434","BI","07",,,,"Study of work"
"3435","BI","08",,,,"Lack of work"
"3436","BI","09",,,,"Worker"
"3437","BI","09","a",,,"Workers in command of others"
"3438","BI","09","b",,,"Non-manual worker"
"3439","BI","09","b","01",,"Businessman"
"3440","BI","09","c",,,"Manual/industrial worker"
"3441","BI","09","c","01",,"Potter"
"3442","BI","09","c","02",,"Glass-maker"
"3443","BI","09","c","03",,"Maker of furniture/furnishings"
"3444","BI","09","c","04",,"Metalworker"
"3445","BI","09","c","05",,"Worker with stone"
"3446","BI","09","c","06",,"Woodworker"
"3447","BI","09","c","07",,"Builder"
"3448","BI","09","c","08",,"Decorator"
"3449","BI","09","c","09",,"Utility service workers"
"3450","BI","09","c","10",,"Miner"
"3451","BI","09","c","11",,"Worker in oil industry"
"3452","BI","09","c","12",,"Divers/dredgers"
"3453","BI","09","c","13",,"Engineer"
"3454","BI","09","d",,,"Those involved in labour relations/associations"
"3455","BI","09","e",,,"Employer"
"3456","BI","09","f",,,"One who does not work"
"3457","BI","10",,,,"Workplace"
"3458","BI","10","a",,,"Office"
"3459","BI","10","b",,,"Factory"
"3460","BI","10","c",,,"Workshop"
"3461","BI","10","d",,,"Place for working with wood"
"3462","BI","10","e",,,"Place for working with metal"
"3463","BI","10","f",,,"Place for working with oil/gas"
"3464","BI","10","g",,,"Places where raw materials are extracted"
"3465","BI","10","g","01",,"Quarry"
"3466","BI","10","g","02",,"Mine"
"3467","BI","10","g","03",,"Oil rig"
"3468","BI","11",,,,"Equipment"
"3469","BI","11","a",,,"Tool"
"3470","BI","11","a","01",,"Prehistoric tool"
"3471","BI","11","b",,,"Shaping tools/equipment; file, plane"
"3472","BI","11","c",,,"Cutting tool"
"3473","BI","11","c","01",,"Knife"
"3474","BI","11","c","02",,"Axe"
"3475","BI","11","c","03",,"Chisel"
"3476","BI","11","c","04",,"Saw"
"3477","BI","11","c","05",,"Shears/scissors"
"3478","BI","11","d",,,"Piercing/boring tools"
"3479","BI","11","e",,,"Machine-tool"
"3480","BI","11","e","01",,"Lathe"
"3481","BI","11","f",,,"Driving/beating tools"
"3482","BI","11","g",,,"Screwdrivers, wrenches, spanners"
"3483","BI","11","h",,,"Clutching/gripping equipment"
"3484","BI","11","i",,,"Digging/lifting tools"
"3485","BI","11","j",,,"Lifting/hoisting equipment"
"3486","BI","11","k",,,"Ladder"
"3487","BI","11","k","01",,"Scaffolding"
"3488","BI","11","l",,,"Pump"
"3489","BI","11","m",,,"Mills"
"3490","BI","11","n",,,"Furnace/kiln"
"3491","BI","11","o",,,"Still"
"3492","BI","11","p",,,"Equipment for treating ores"
"3493","BI","11","q",,,"Metal-working equipment"
"3494","BI","11","r",,,"Building and constructing equipment"
"3495","BI","11","r","01",,"Fastenings"
"3496","BI","11","s",,,"Decorating equipment"
"3497","BI","11","t",,,"Earth-moving and excavating equipment"
"3498","BI","11","u",,,"Mining equipment"
"3499","BI","11","v",,,"Oil and natural gas recovery equipment"
"3500","BI","11","w",,,"Work-benches, seats, etc."
"3501","BI","11","x",,,"Receptacle/container for work"
"3502","BI","11","x","01",,"Bag"
"3503","BI","11","x","02",,"Basket"
"3504","BI","11","x","03",,"Box"
"3505","BI","11","x","04",,"Vessel"
"3506","BI","11","x","04","a","Bucket/pail"
"3507","BI","11","x","04","b","Barrel/cask"
"3508","BI","11","x","04","c","Flask/flagon/bottle"
"3509","BI","11","y",,,"Machine"
"3510","BI","11","y","01",,"Machines which impart power"
"3511","BI","11","y","01","a","Motor"
"3512","BI","11","y","01","b","Engine"
"3513","BI","11","y","01","c","Turbine"
"3514","BI","11","y","01","d","Boiler"
"3515","BI","11","y","02",,"Parts of machines"
"3516","BI","11","y","02","a","Parts which provide power"
"3517","BI","11","y","02","b","Mechanism"
"3518","BI","11","y","02","c","Control(s)"
"3519","BI","11","y","02","d","Lever"
"3520","BI","11","y","02","e","Piston"
"3521","BI","11","y","02","f","Wheel"
"3522","BI","11","y","02","g","Shaft"
"3523","BI","12",,,,"Materials"
"3524","BI","12","a",,,"Raw material"
"3525","BI","12","a","01",,"Earth"
"3526","BI","12","a","02",,"Clay"
"3527","BI","12","a","03",,"Stone/rock"
"3528","BI","12","a","04",,"Wood"
"3529","BI","12","a","05",,"Plants/grasses/reeds"
"3530","BI","12","a","06",,"Rubber"
"3531","BI","12","a","07",,"Skin/hide"
"3532","BI","12","a","07","a","Skin with hair attached/fur"
"3533","BI","12","a","08",,"Bone/horn"
"3534","BI","12","a","09",,"Mineral material"
"3535","BI","12","a","09","a","Ore"
"3536","BI","12","a","09","b","Mineral and fossil resins"
"3537","BI","12","a","09","c","Mineral oil"
"3538","BI","12","a","10",,"Gem/precious/semi-precious stone"
"3539","BI","12","a","10","a","Diamond"
"3540","BI","12","a","10","b","Rock crystal"
"3541","BI","12","a","10","c","Pearl"
"3542","BI","12","a","10","d","Artificial stone"
"3543","BI","12","b",,,"Derived/manufactured material"
"3544","BI","12","b","01",,"Materials having undergone process"
"3545","BI","12","b","02",,"Clay compositions"
"3546","BI","12","b","02","a","Brick"
"3547","BI","12","b","02","b","Tile"
"3548","BI","12","b","02","c","Pottery/ceramics"
"3549","BI","12","b","03",,"Wood-based materials"
"3550","BI","12","b","04",,"Paper, material for making paper"
"3551","BI","12","b","04","a","Materials made from paper/pulp"
"3552","BI","12","b","05",,"Plant fibre materials"
"3553","BI","12","b","06",,"Vegetable extracts/preparations"
"3554","BI","12","b","07",,"Rubber materials"
"3555","BI","12","b","08",,"Leather"
"3556","BI","12","b","09",,"Glass and glass-like materials"
"3557","BI","12","b","10",,"Metal"
"3558","BI","12","b","10","a","Qualities of metals"
"3559","BI","12","b","10","b","Precious metal"
"3560","BI","12","b","10","c","Base metal"
"3561","BI","12","b","10","d","Iron"
"3562","BI","12","b","10","e","Steel"
"3563","BI","12","b","10","f","Alloy"
"3564","BI","12","b","10","g","Plated/coated metal"
"3565","BI","12","b","11",,"Materials produced from metal-working"
"3566","BI","12","b","12",,"Extracted/refined oil"
"3567","BI","12","b","13",,"Greasy/fatty material"
"3568","BI","12","b","14",,"Waxy materials"
"3569","BI","12","b","15",,"Processed resinous materials"
"3570","BI","12","b","16",,"Synthetic resins and plastics"
"3571","BI","12","b","17",,"Painting/coating materials"
"3572","BI","12","b","18",,"Adhesive"
"3573","BI","12","b","19",,"Cement/mortar"
"3574","BI","12","b","20",,"Plaster"
"3575","BI","12","b","21",,"Concrete"
"3576","BI","12","b","22",,"Explosive material"
"3577","BI","12","c",,,"Fuel"
"3578","BI","12","c","01",,"Wood as fuel"
"3579","BI","12","c","02",,"Coal/types of coal"
"3580","BI","12","c","03",,"Chemical fuel"
"3581","BI","12","c","04",,"Material for igniting"
"3582","BJ","01",,,,"Trade and finance"
"3583","BJ","01","a",,,"Trading organization"
"3584","BJ","01","b",,,"Trading conditions"
"3585","BJ","01","c",,,"Bargaining"
"3586","BJ","01","d",,,"Barter"
"3587","BJ","01","e",,,"Brokerage"
"3588","BJ","01","f",,,"Illegal/immoral trading"
"3589","BJ","01","g",,,"Importing/exporting"
"3590","BJ","01","h",,,"Trader"
"3591","BJ","01","h","01",,"Agent/broker"
"3592","BJ","01","h","02",,"Merchant"
"3593","BJ","01","i",,,"Buying"
"3594","BJ","01","i","01",,"Buyer"
"3595","BJ","01","i","02",,"Hiring/renting"
"3596","BJ","01","j",,,"Selling"
"3597","BJ","01","j","01",,"A public sale"
"3598","BJ","01","j","02",,"Selling/sale of specific things"
"3599","BJ","01","j","03",,"Seller"
"3600","BJ","01","j","04",,"Hiring/letting out"
"3601","BJ","01","k",,,"Trading place"
"3602","BJ","01","k","01",,"Market"
"3603","BJ","01","k","02",,"Place of auction"
"3604","BJ","01","k","03",,"Stall/booth"
"3605","BJ","01","k","04",,"Place where retail transactions made"
"3606","BJ","01","k","05",,"A centre of commerce"
"3607","BJ","01","l",,,"Merchandise"
"3608","BJ","01","l","01",,"Article(s) to be sold"
"3609","BJ","01","m",,,"Money"
"3610","BJ","01","m","01",,"Funds/pecuniary resources"
"3611","BJ","01","m","02",,"Sum of money"
"3612","BJ","01","m","03",,"Value of money"
"3613","BJ","01","m","04",,"Standards and values of currencies"
"3614","BJ","01","m","05",,"Medium of exchange/currency"
"3615","BJ","01","m","05","a","Coins collectively"
"3616","BJ","01","m","05","b","Paper money"
"3617","BJ","01","m","05","b","Promissory notes/bills of exchange"
"3618","BJ","01","m","05","c","Cheques and drafts"
"3619","BJ","01","m","06",,"Coining"
"3620","BJ","01","m","07",,"Counterfeiting"
"3621","BJ","01","m","08",,"Circulation of money"
"3622","BJ","01","m","09",,"Place for keeping money"
"3623","BJ","01","m","09","a","Treasury"
"3624","BJ","01","m","09","b","Money-box/-chest"
"3625","BJ","01","m","09","c","Money-bag/-purse/-belt, etc"
"3626","BJ","01","n",,,"Monetary value"
"3627","BJ","01","n","01",,"Price"
"3628","BJ","01","n","01","a","Low price/rate"
"3629","BJ","01","n","01","b","Discount"
"3630","BJ","01","n","01","c","High price/rate"
"3631","BJ","01","n","01","d","Fluctuation in price"
"3632","BJ","01","n","01","e","Pricing"
"3633","BJ","01","o",,,"Charges"
"3634","BJ","01","o","01",,"Freedom from charge"
"3635","BJ","01","p",,,"Payment"
"3636","BJ","01","p","01",,"Non-payment"
"3637","BJ","01","p","02",,"Contribution"
"3638","BJ","01","p","03",,"Payment of debt"
"3639","BJ","01","q",,,"Hire/rent"
"3640","BJ","01","q","01",,"Rent (land/real property)"
"3641","BJ","01","r",,,"Payment for privilege"
"3642","BJ","01","s",,,"Impost/due/tax"
"3643","BJ","01","s","01",,"Tribute"
"3644","BJ","01","s","02",,"Payment/service to feudal superior"
"3645","BJ","01","s","03",,"Tax"
"3646","BJ","01","s","03","a","Taxation"
"3647","BJ","01","s","03","b","Tax collection"
"3648","BJ","01","s","03","c","Payment of taxes"
"3649","BJ","01","s","03","d","Types of tax"
"3650","BJ","01","s","04",,"Fixed proportion dues/taxes"
"3651","BJ","01","s","05",,"Local/municipal taxes/dues"
"3652","BJ","01","s","06",,"Duty on goods"
"3653","BJ","01","s","07",,"Toll for passing through"
"3654","BJ","01","t",,,"Compensation"
"3655","BJ","01","u",,,"Ransom"
"3656","BJ","01","v",,,"Illegal payment/exaction"
"3657","BJ","01","w",,,"Grants and allowances"
"3658","BJ","01","x",,,"Payment for labour/service"
